Report ID,Ticket Open Time,Ticket Resp Time,Issue Res Time,Operator,Manager,Channel,State,Service Name,Fault Type,response_seconds,resolution_minutes,resolution_category
AXA-20201230-1605-WLESS,,2020-12-30 09:46:11,2020-12-30 13:04:16,Bola,Victor,Social Media,ANAMBRA,Wireless,Customers End,,198.08333333333334,Critical
AXA-20201220-4615-WiFi5,2020-12-20 15:04:46,2020-12-20 15:12:15,2020-12-20 18:30:18,Sherifat,Victor,Social Media,IMO,WiFI - 5,Routine Service,449.0,198.05,Critical
AXA-20201218-4486-CBS,2020-12-18 12:02:16,2020-12-18 12:12:30,2020-12-18 15:30:17,Akin,Wale,USSD,EKITI,Cloud-based services,Routine Service,614.0,197.78333333333333,Critical
AXA-20201224-4001-C95,2020-12-24 08:03:21,2020-12-24 08:09:59,2020-12-24 11:27:44,Habeeb,Victor,Chatbot,BORNO,Cloud95,Customers End,398.0,197.75,Critical
AXA-20201220-5873-WiFi11,2020-12-20 14:11:41,2020-12-20 14:18:01,2020-12-20 17:35:45,Atiku,Victor,Social Media,NASARAWA,WiFI - 11,Customers End,380.0,197.73333333333332,Critical
AXA-20201229-1858-WLESS,,2020-12-29 18:04:09,2020-12-29 21:21:43,Ore,Seun,Social Media,RIVERS,Wireless,Not Specified,,197.56666666666666,Critical
AXA-20201208-4533-MCON,2020-12-08 10:57:45,2020-12-08 11:01:20,2020-12-08 14:18:53,Amelia,Kerry,Chatbot,GOMBE,M Connect,Line damage,215.0,197.55,Critical
AXA-20201210-4995-WiFi6,2020-12-10 15:51:07,2020-12-10 15:56:37,2020-12-10 19:14:09,Myers,Kerry,USSD,DELTA,WiFI - 6,Customers End,330.0,197.53333333333333,Critical
AXA-20201214-4077-EVOICE,2020-12-14 15:42:55,2020-12-14 15:48:13,2020-12-14 19:05:41,Habeeb,Victor,Social Media,RIVERS,EVoice,Customers End,318.0,197.46666666666667,Critical
AXA-20201203-2525-WLESS,2020-12-03 08:42:31,2020-12-03 08:48:58,2020-12-03 12:06:25,Myers,Kerry,Email,KANO,Wireless,Customers End,387.0,197.45,Critical
AXA-20201230-2067-WLESS,,2020-12-30 09:20:22,2020-12-30 12:37:48,Jonathan,Kerry,Social Media,IMO,Wireless,Support network failures,,197.43333333333334,Critical
AXA-20201229-1255-HSE,,2020-12-29 16:53:43,2020-12-29 20:11:08,Vitus,Seun,Social Media,DELTA,High speed Internet,Customers End,,197.41666666666666,Critical
AXA-20201220-4043-EVOICE,2020-12-20 12:50:50,2020-12-20 12:51:09,2020-12-20 16:08:34,Habeeb,Victor,WebForm,YOBE,EVoice,Not Specified,19.0,197.41666666666666,Critical
AXA-20201213-4838-WiFi5,2020-12-13 08:12:20,2020-12-13 08:22:50,2020-12-13 11:40:10,Brenda,Kerry,Social Media,PLATEAU,WiFI - 5,Customers End,630.0,197.33333333333334,Critical
AXA-20201222-5490-WiFi3,2020-12-22 15:43:15,2020-12-22 15:49:34,2020-12-22 19:06:53,Tunde,Victor,Phone Call,RIVERS,WiFI - 3,Not Specified,379.0,197.31666666666666,Critical
AXA-20201209-2183-WLESS,2020-12-09 13:27:05,2020-12-09 13:33:35,2020-12-09 16:50:49,Amelia,Kerry,Social Media,ANAMBRA,Wireless,Support network failures,390.0,197.23333333333332,Critical
AXA-20201211-4330-WLESS,2020-12-11 08:40:01,2020-12-11 08:44:27,2020-12-11 12:01:39,Bola,Victor,Email,BORNO,Wireless,hardware failure,266.0,197.2,Critical
AXA-20201223-3667-HSE,2020-12-23 09:56:58,2020-12-23 09:59:29,2020-12-23 13:16:38,Bola,Victor,USSD,CROSS RIVER,High speed Internet,Customers End,151.0,197.15,Critical
AXA-20201208-5772-WiFi7,2020-12-08 14:25:37,2020-12-08 14:27:09,2020-12-08 17:44:14,Atiku,Victor,WebForm,RIVERS,WiFI - 7,Routine Service,92.0,197.08333333333334,Critical
AXA-20201204-2840-WiFi10,2020-12-04 15:45:43,2020-12-04 15:50:07,2020-12-04 19:06:54,Kachi,Seun,Social Media,ANAMBRA,WiFI - 10,Line damage,264.0,196.78333333333333,Critical
AXA-20201215-5777-WiFi9,2020-12-15 10:00:17,2020-12-15 10:07:54,2020-12-15 13:24:38,Bukky,Wale,WebForm,KATSINA,WiFI - 9,Line damage,457.0,196.73333333333332,Critical
AXA-20201204-4786-CBS,2020-12-04 08:55:04,2020-12-04 09:00:46,2020-12-04 12:17:29,John,Victor,USSD,ENUGU,Cloud-based services,Customers End,342.0,196.71666666666667,Critical
AXA-20201221-5028-WiFi3,2020-12-21 09:27:17,2020-12-21 09:35:49,2020-12-21 12:52:32,Brenda,Kerry,Chatbot,FCT ABUJA,WiFI - 3,Line damage,512.0,196.71666666666667,Critical
AXA-20201229-1277-WLESS,,2020-12-29 23:54:50,2020-12-30 03:11:28,Popoola,Seun,Social Media,ENUGU,Wireless,Customers End,,196.63333333333333,Critical
AXA-20201216-2587-WiFi3,2020-12-16 15:20:34,2020-12-16 15:28:51,2020-12-16 18:45:21,Segun,Seun,WebForm,ADAMAWA,WiFI - 3,Line damage,497.0,196.5,Critical
AXA-20201209-2829-MCON,2020-12-09 14:35:26,2020-12-09 14:39:44,2020-12-09 17:56:10,Sherifat,Victor,WebForm,GOMBE,M Connect,Routine Service,258.0,196.43333333333334,Critical
AXA-20201202-6088-WiFi10,2020-12-02 09:44:05,2020-12-02 09:50:11,2020-12-02 13:06:37,Kola,Wale,Social Media,BORNO,WiFI - 10,Customers End,366.0,196.43333333333334,Critical
AXA-20201214-3818-WiFi5,2020-12-14 10:23:37,2020-12-14 10:31:57,2020-12-14 13:48:19,Tunde,Victor,Social Media,NASARAWA,WiFI - 5,Customers End,500.0,196.36666666666667,Critical
AXA-20201231-1671-HSE,,2020-12-31 12:56:38,2020-12-31 16:12:57,Bola,Victor,Social Media,FCT ABUJA,High speed Internet,Customers End,,196.31666666666666,Critical
AXA-20201206-5574-C100,2020-12-06 13:38:22,2020-12-06 13:40:27,2020-12-06 16:56:45,Bukky,Wale,Social Media,ANAMBRA,Cloud100,Customers End,125.0,196.3,Critical
AXA-20201215-6022-HSE,2020-12-15 08:09:07,2020-12-15 08:19:51,2020-12-15 11:36:05,Jonathan,Kerry,USSD,ANAMBRA,High speed Internet,Line damage,644.0,196.23333333333332,Critical
AXA-20201225-4850-WiFi9,2020-12-25 09:07:21,2020-12-25 09:17:56,2020-12-25 12:34:05,Habeeb,Victor,Email,RIVERS,WiFI - 9,Not Specified,635.0,196.15,Critical
AXA-20201224-4685-WLESS,2020-12-24 13:46:08,2020-12-24 13:50:17,2020-12-24 17:06:25,Mary,Wale,Chatbot,NIGER,Wireless,Customers End,249.0,196.13333333333333,Critical
AXA-20201230-1331-WLESS,,2020-12-30 07:40:25,2020-12-30 10:56:33,Sheg,Seun,Social Media,ZAMFARA,Wireless,Line damage,,196.13333333333333,Critical
AXA-20201229-1611-WLESS,,2020-12-29 14:07:36,2020-12-29 17:23:40,John,Victor,Social Media,DELTA,Wireless,Customers End,,196.06666666666666,Critical
AXA-20201221-3565-WLESS,2020-12-21 14:46:29,2020-12-21 14:51:04,2020-12-21 18:07:06,Jennifer,Kerry,WebForm,NIGER,Wireless,hardware failure,275.0,196.03333333333333,Critical
AXA-20201203-6002-C95,2020-12-03 13:58:17,2020-12-03 14:01:01,2020-12-03 17:16:49,Myers,Kerry,USSD,NIGER,Cloud95,Routine Service,164.0,195.8,Critical
AXA-20201217-5882-WLESS,2020-12-17 09:13:01,2020-12-17 09:22:13,2020-12-17 12:37:59,Sheg,Seun,WebForm,NASARAWA,Wireless,Not Specified,552.0,195.76666666666668,Critical
AXA-20201219-4913-MCON,2020-12-19 14:23:02,2020-12-19 14:27:21,2020-12-19 17:43:06,Atiku,Victor,Email,DELTA,M Connect,Line damage,259.0,195.75,Critical
AXA-20201220-5082-HSE,2020-12-20 09:56:02,2020-12-20 10:00:16,2020-12-20 13:16:01,Fola,Wale,WebForm,BENUE,High speed Internet,Routine Service,254.0,195.75,Critical
AXA-20201203-3085-WiFi9,2020-12-03 15:41:02,2020-12-03 15:41:08,2020-12-03 18:56:53,Tunde,Victor,WebForm,DELTA,WiFI - 9,Routine Service,6.0,195.75,Critical
AXA-20201208-5229-C100,2020-12-08 10:36:53,2020-12-08 10:46:01,2020-12-08 14:01:45,Atiku,Victor,Chatbot,ANAMBRA,Cloud100,Routine Service,548.0,195.73333333333332,Critical
AXA-20201222-5615-WiFi4,2020-12-22 08:38:46,2020-12-22 08:48:02,2020-12-22 12:03:46,Brenda,Kerry,Social Media,FCT ABUJA,WiFI - 4,Customers End,556.0,195.73333333333332,Critical
AXA-20201202-2176-WiFi8,2020-12-02 12:41:19,2020-12-02 12:51:44,2020-12-02 16:07:28,Sherifat,Victor,USSD,ANAMBRA,WiFI - 8,Customers End,625.0,195.73333333333332,Critical
AXA-20201206-3518-MCON,2020-12-06 12:15:51,2020-12-06 12:24:02,2020-12-06 15:39:41,Paul,Seun,USSD,YOBE,M Connect,Customers End,491.0,195.65,Critical
AXA-20201223-5910-VOICE,2020-12-23 08:13:43,2020-12-23 08:20:17,2020-12-23 11:35:55,Habeeb,Victor,Phone Call,LAGOS,Voice,Customers End,394.0,195.63333333333333,Critical
AXA-20201228-2493-WiFi3,2020-12-28 11:29:51,2020-12-28 11:37:59,2020-12-28 14:53:36,Habeeb,Victor,USSD,FCT ABUJA,WiFI - 3,Customers End,488.0,195.61666666666667,Critical
AXA-20201202-4639-C95,2020-12-02 13:27:30,2020-12-02 13:34:03,2020-12-02 16:49:35,Sherifat,Victor,WebForm,OYO,Cloud95,Traffic Spikes,393.0,195.53333333333333,Critical
AXA-20201222-3028-C95,2020-12-22 12:20:03,2020-12-22 12:22:47,2020-12-22 15:38:17,Habeeb,Victor,USSD,DELTA,Cloud95,Customers End,164.0,195.5,Critical
AXA-20201212-3106-WiFi5,2020-12-12 08:59:53,2020-12-12 09:03:01,2020-12-12 12:18:27,Sekina,Victor,USSD,KANO,WiFI - 5,Line damage,188.0,195.43333333333334,Critical
AXA-20201221-2690-ICS,2020-12-21 13:42:07,2020-12-21 13:42:13,2020-12-21 16:57:38,Myers,Kerry,USSD,OYO,Interconnection Services,Customers End,6.0,195.41666666666666,Critical
AXA-20201214-4433-WiFi5,2020-12-14 15:31:13,2020-12-14 15:34:54,2020-12-14 18:50:16,Atiku,Victor,Social Media,IMO,WiFI - 5,Customers End,221.0,195.36666666666667,Critical
AXA-20201227-2534-WiFi5,2020-12-27 08:43:01,2020-12-27 08:45:21,2020-12-27 12:00:41,Bola,Victor,USSD,BORNO,WiFI - 5,Not Specified,140.0,195.33333333333334,Critical
AXA-20201207-5508-WiFi7,2020-12-07 10:18:12,2020-12-07 10:28:31,2020-12-07 13:43:51,Sekina,Victor,Chatbot,DELTA,WiFI - 7,Customers End,619.0,195.33333333333334,Critical
AXA-20201231-1484-HSE,,2020-12-31 07:29:38,2020-12-31 10:44:56,Tunde,Victor,Social Media,BORNO,High speed Internet,Routine Service,,195.3,Critical
AXA-20201230-1966-WLESS,,2020-12-30 18:51:28,2020-12-30 22:06:46,Amelia,Kerry,Social Media,DELTA,Wireless,Customers End,,195.3,Critical
AXA-20201230-1702-WLESS,,2020-12-30 20:25:34,2020-12-30 23:40:51,Sekina,Victor,Social Media,ONDO,Wireless,Routine Service,,195.28333333333333,Critical
AXA-20201226-3941-WiFi11,2020-12-26 11:38:07,2020-12-26 11:39:22,2020-12-26 14:54:33,Amelia,Kerry,Social Media,DELTA,WiFI - 11,Customers End,75.0,195.18333333333334,Critical
AXA-20201227-5343-EVOICE,2020-12-27 13:29:41,2020-12-27 13:31:54,2020-12-27 16:47:05,Sherifat,Victor,Email,EKITI,EVoice,Customers End,133.0,195.18333333333334,Critical
AXA-20201203-2291-CBS,2020-12-03 13:22:27,2020-12-03 13:32:10,2020-12-03 16:47:14,Vitus,Seun,WebForm,LAGOS,Cloud-based services,Line damage,583.0,195.06666666666666,Critical
AXA-20201222-3415-HSE,2020-12-22 09:24:11,2020-12-22 09:33:30,2020-12-22 12:48:34,John,Victor,Social Media,DELTA,High speed Internet,Not Specified,559.0,195.06666666666666,Critical
AXA-20201226-5428-WiFi10,2020-12-26 10:34:57,2020-12-26 10:41:09,2020-12-26 13:56:11,Sherifat,Victor,Email,IMO,WiFI - 10,Customers End,372.0,195.03333333333333,Critical
AXA-20201213-4733-C100,2020-12-13 10:57:56,2020-12-13 11:07:08,2020-12-13 14:21:56,Kingsley,Kerry,Social Media,DELTA,Cloud100,Line damage,552.0,194.8,Critical
AXA-20201230-1880-MCON,,2020-12-30 18:04:09,2020-12-30 21:18:56,Goodluck,Kerry,Social Media,OGUN,M Connect,Line damage,,194.78333333333333,Critical
AXA-20201223-4752-WiFi8,2020-12-23 09:43:15,2020-12-23 09:52:30,2020-12-23 13:07:17,Segun,Seun,Email,EKITI,WiFI - 8,Customers End,555.0,194.78333333333333,Critical
AXA-20201229-1847-HSE,,2020-12-29 15:59:40,2020-12-29 19:14:18,John,Victor,USSD,DELTA,High speed Internet,Line damage,,194.63333333333333,Critical
AXA-20201203-3661-WiFi6,2020-12-03 08:04:35,2020-12-03 08:13:54,2020-12-03 11:28:25,Jonathan,Kerry,Email,NIGER,WiFI - 6,Routine Service,559.0,194.51666666666668,Critical
AXA-20201209-6058-WLESS,2020-12-09 15:23:00,2020-12-09 15:26:33,2020-12-09 18:41:04,Sheg,Seun,Phone Call,ENUGU,Wireless,Customers End,213.0,194.51666666666668,Critical
AXA-20201220-2649-WiFi8,2020-12-20 15:50:15,2020-12-20 15:56:34,2020-12-20 19:11:04,Sherifat,Victor,USSD,BORNO,WiFI - 8,Routine Service,379.0,194.5,Critical
AXA-20201218-3943-ICS,2020-12-18 13:59:42,2020-12-18 14:03:22,2020-12-18 17:17:51,Tunde,Victor,USSD,LAGOS,Interconnection Services,Customers End,220.0,194.48333333333332,Critical
AXA-20201205-2983-WLESS,2020-12-05 13:47:30,2020-12-05 13:55:41,2020-12-05 17:10:10,Mary,Wale,Email,ANAMBRA,Wireless,Customers End,491.0,194.48333333333332,Critical
AXA-20201212-3293-HSE,2020-12-12 13:43:51,2020-12-12 13:45:31,2020-12-12 16:59:58,Sherifat,Victor,Chatbot,GOMBE,High speed Internet,Customers End,100.0,194.45,Critical
AXA-20201230-1196-WLESS,,2020-12-30 19:19:16,2020-12-30 22:33:42,Jonathan,Kerry,Social Media,LAGOS,Wireless,Customers End,,194.43333333333334,Critical
AXA-20201231-1649-HSE,,2020-12-31 10:00:32,2020-12-31 13:14:43,John,Victor,Social Media,OGUN,High speed Internet,Line damage,,194.18333333333334,Critical
AXA-20201201-3802-C95,2020-12-01 13:20:46,2020-12-01 13:22:53,2020-12-01 16:37:03,Kingsley,Kerry,Email,DELTA,Cloud95,Line damage,127.0,194.16666666666666,Critical
AXA-20201208-3013-WLESS,2020-12-08 10:58:05,2020-12-08 11:07:10,2020-12-08 14:21:20,Sherifat,Victor,WebForm,BORNO,Wireless,Power Loss,545.0,194.16666666666666,Critical
AXA-20201219-5750-CBS,2020-12-19 11:27:01,2020-12-19 11:35:37,2020-12-19 14:49:46,Popoola,Seun,USSD,ABIA,Cloud-based services,Routine Service,516.0,194.15,Critical
AXA-20201231-1943-WLESS,,2020-12-31 06:49:29,2020-12-31 10:03:38,John,Victor,Social Media,GOMBE,Wireless,Power Loss,,194.15,Critical
AXA-20201231-1695-HSE,,2020-12-31 04:53:32,2020-12-31 08:07:39,Tunde,Victor,Social Media,NIGER,High speed Internet,Line damage,,194.11666666666667,Critical
AXA-20201220-5203-VOICE,2020-12-20 14:03:46,2020-12-20 14:06:07,2020-12-20 17:20:14,Paul,Seun,Phone Call,EKITI,Voice,Customers End,141.0,194.11666666666667,Critical
AXA-20201216-4822-WiFi7,2020-12-16 14:48:07,2020-12-16 14:54:21,2020-12-16 18:08:28,Atiku,Victor,Phone Call,IMO,WiFI - 7,Not Specified,374.0,194.11666666666667,Critical
AXA-20201227-4468-VOICE,2020-12-27 14:54:36,2020-12-27 14:55:08,2020-12-27 18:09:14,Sherifat,Victor,USSD,BORNO,Voice,Customers End,32.0,194.1,Critical
AXA-20201201-2225-WiFi11,2020-12-01 14:08:40,2020-12-01 14:09:48,2020-12-01 17:23:50,Jennifer,Kerry,Social Media,GOMBE,WiFI - 11,Customers End,68.0,194.03333333333333,Critical
AXA-20201212-4828-WiFi6,2020-12-12 09:58:14,2020-12-12 10:07:58,2020-12-12 13:21:42,Myers,Kerry,Social Media,LAGOS,WiFI - 6,Not Specified,584.0,193.73333333333332,Critical
AXA-20201217-5297-WiFi6,2020-12-17 14:02:41,2020-12-17 14:02:51,2020-12-17 17:16:34,Myers,Kerry,Phone Call,KEBBI,WiFI - 6,Customers End,10.0,193.71666666666667,Critical
AXA-20201207-4853-HSE,2020-12-07 12:02:35,2020-12-07 12:10:13,2020-12-07 15:23:54,Jennifer,Kerry,Phone Call,DELTA,High speed Internet,Routine Service,458.0,193.68333333333334,Critical
AXA-20201214-4395-MCON,2020-12-14 15:02:05,2020-12-14 15:05:51,2020-12-14 18:19:32,Sola,Wale,WebForm,OGUN,M Connect,Customers End,226.0,193.68333333333334,Critical
AXA-20201224-3478-HSE,2020-12-24 12:27:57,2020-12-24 12:31:37,2020-12-24 15:45:17,John,Victor,Email,ENUGU,High speed Internet,Customers End,220.0,193.66666666666666,Critical
AXA-20201207-4454-WiFi7,2020-12-07 14:25:43,2020-12-07 14:33:03,2020-12-07 17:46:42,John,Victor,Email,KANO,WiFI - 7,Customers End,440.0,193.65,Critical
AXA-20201215-4471-CBS,2020-12-15 12:19:44,2020-12-15 12:20:14,2020-12-15 15:33:52,Sekina,Victor,USSD,ENUGU,Cloud-based services,Customers End,30.0,193.63333333333333,Critical
AXA-20201231-1335-WLESS,,2020-12-31 09:59:18,2020-12-31 13:12:54,Bola,Victor,Social Media,PLATEAU,Wireless,Support network failures,,193.6,Critical
AXA-20201229-2005-WLESS,,2020-12-29 18:38:32,2020-12-29 21:52:04,Sekina,Victor,Social Media,KANO,Wireless,Customers End,,193.53333333333333,Critical
AXA-20201231-1936-HSE,,2020-12-31 15:19:32,2020-12-31 18:33:01,Goodluck,Kerry,Social Media,IMO,High speed Internet,Not Specified,,193.48333333333332,Critical
AXA-20201230-1645-HSE,,2020-12-30 19:38:25,2020-12-30 22:51:54,Fola,Wale,Social Media,RIVERS,High speed Internet,Routine Service,,193.48333333333332,Critical
AXA-20201212-4516-WiFi8,2020-12-12 11:00:32,2020-12-12 11:04:20,2020-12-12 14:17:48,John,Victor,USSD,EKITI,WiFI - 8,Not Specified,228.0,193.46666666666667,Critical
AXA-20201231-1305-WLESS,,2020-12-31 03:21:15,2020-12-31 06:34:43,Kola,Wale,Social Media,IMO,Wireless,Routine Service,,193.46666666666667,Critical
AXA-20201202-3276-WLESS,2020-12-02 12:02:20,2020-12-02 12:03:58,2020-12-02 15:17:25,Kingsley,Kerry,Phone Call,BORNO,Wireless,Customers End,98.0,193.45,Critical
AXA-20201228-5044-CBS,2020-12-28 11:45:32,2020-12-28 11:55:19,2020-12-28 15:08:44,Sekina,Victor,USSD,KOGI,Cloud-based services,Customers End,587.0,193.41666666666666,Critical
AXA-20201229-1173-VOICE,,2020-12-29 13:13:38,2020-12-29 16:26:59,Jonathan,Kerry,Social Media,ENUGU,Voice,Customers End,,193.35,Critical
AXA-20201231-1328-WLESS,,2020-12-31 10:55:48,2020-12-31 14:09:06,Sekina,Victor,Social Media,ZAMFARA,Wireless,Line damage,,193.3,Critical
AXA-20201224-3544-WiFi9,2020-12-24 10:51:32,2020-12-24 10:59:00,2020-12-24 14:12:16,Jennifer,Kerry,USSD,ENUGU,WiFI - 9,Customers End,448.0,193.26666666666668,Critical
AXA-20201218-2359-HSE,2020-12-18 14:37:32,2020-12-18 14:41:56,2020-12-18 17:55:08,Popoola,Seun,USSD,YOBE,High speed Internet,Line damage,264.0,193.2,Critical
AXA-20201216-2750-MAC,2020-12-16 11:20:15,2020-12-16 11:28:37,2020-12-16 14:41:48,John,Victor,Social Media,EKITI,Metro Area Connect,Routine Service,502.0,193.18333333333334,Critical
AXA-20201231-1218-HSE,,2020-12-31 19:02:18,2020-12-31 22:15:27,Segun,Seun,Social Media,ZAMFARA,High speed Internet,Not Specified,,193.15,Critical
AXA-20201226-4312-WLESS,2020-12-26 10:50:50,2020-12-26 10:51:11,2020-12-26 14:04:17,Kingsley,Kerry,Email,KANO,Wireless,Customers End,21.0,193.1,Critical
AXA-20201230-1367-WLESS,,2020-12-30 05:38:46,2020-12-30 08:51:32,John,Victor,Social Media,OYO,Wireless,Customers End,,192.76666666666668,Critical
AXA-20201212-3233-VOICE,2020-12-12 08:46:12,2020-12-12 08:49:51,2020-12-12 12:02:35,Paul,Seun,Chatbot,BAYELSA,Voice,Line damage,219.0,192.73333333333332,Critical
AXA-20201210-2430-WLESS,2020-12-10 08:33:02,2020-12-10 08:37:31,2020-12-10 11:50:07,Sola,Wale,Email,ANAMBRA,Wireless,Customers End,269.0,192.6,Critical
AXA-20201230-1952-WLESS,,2020-12-30 15:50:19,2020-12-30 19:02:50,Habeeb,Victor,Social Media,BAUCHI,Wireless,Customers End,,192.51666666666668,Critical
AXA-20201227-2399-ICS,2020-12-27 09:22:53,2020-12-27 09:31:16,2020-12-27 12:43:41,Boye,Wale,USSD,KADUNA,Interconnection Services,Customers End,503.0,192.41666666666666,Critical
AXA-20201230-1188-HSE,,2020-12-30 05:35:55,2020-12-30 08:48:12,Jonathan,Kerry,Social Media,KANO,High speed Internet,Routine Service,,192.28333333333333,Critical
AXA-20201215-2776-WiFi4,2020-12-15 13:05:01,2020-12-15 13:08:36,2020-12-15 16:20:46,Jennifer,Kerry,Chatbot,BORNO,WiFI - 4,Customers End,215.0,192.16666666666666,Critical
AXA-20201231-1529-CBS,,2020-12-31 07:34:33,2020-12-31 10:46:43,Bola,Victor,Social Media,NIGER,Cloud-based services,Customers End,,192.16666666666666,Critical
AXA-20201230-1726-WLESS,,2020-12-30 06:46:17,2020-12-30 09:58:23,Habeeb,Victor,Social Media,EDO,Wireless,Customers End,,192.1,Critical
AXA-20201226-2150-WiFi9,2020-12-26 11:21:09,2020-12-26 11:27:55,2020-12-26 14:39:57,Atiku,Victor,WebForm,OSUN,WiFI - 9,Not Specified,406.0,192.03333333333333,Critical
AXA-20201205-5564-WiFi4,2020-12-05 11:42:31,2020-12-05 11:51:05,2020-12-05 15:02:52,Amelia,Kerry,Email,NIGER,WiFI - 4,hardware failure,514.0,191.78333333333333,Critical
AXA-20201229-2023-WLESS,,2020-12-29 18:56:50,2020-12-29 22:08:37,Bola,Victor,Social Media,SOKOTO,Wireless,Customers End,,191.78333333333333,Critical
AXA-20201228-3101-WiFi8,2020-12-28 13:44:03,2020-12-28 13:49:22,2020-12-28 17:01:05,Sekina,Victor,Email,KWARA,WiFI - 8,Support network failures,319.0,191.71666666666667,Critical
AXA-20201208-4557-C95,2020-12-08 09:08:03,2020-12-08 09:14:42,2020-12-08 12:26:23,Amelia,Kerry,Social Media,KANO,Cloud95,Customers End,399.0,191.68333333333334,Critical
AXA-20201231-1191-HSE,,2020-12-31 17:47:30,2020-12-31 20:59:10,Ore,Seun,Social Media,SOKOTO,High speed Internet,Not Specified,,191.66666666666666,Critical
AXA-20201212-2946-WiFi6,2020-12-12 10:07:36,2020-12-12 10:14:55,2020-12-12 13:26:33,Tunde,Victor,Phone Call,KANO,WiFI - 6,Customers End,439.0,191.63333333333333,Critical
AXA-20201219-3787-WiFi4,2020-12-19 11:15:52,2020-12-19 11:22:37,2020-12-19 14:34:10,Sherifat,Victor,Chatbot,BORNO,WiFI - 4,Routine Service,405.0,191.55,Critical
AXA-20201226-2351-WiFi10,2020-12-26 08:09:11,2020-12-26 08:18:41,2020-12-26 11:30:13,Bola,Victor,USSD,IMO,WiFI - 10,Support network failures,570.0,191.53333333333333,Critical
AXA-20201205-3935-WiFi11,2020-12-05 11:29:29,2020-12-05 11:32:53,2020-12-05 14:44:20,Jonathan,Kerry,Social Media,EKITI,WiFI - 11,Customers End,204.0,191.45,Critical
AXA-20201222-3401-WiFi8,2020-12-22 14:48:44,2020-12-22 14:57:26,2020-12-22 18:08:51,Fola,Wale,WebForm,NIGER,WiFI - 8,Line damage,522.0,191.41666666666666,Critical
AXA-20201230-1239-HSE,,2020-12-30 20:44:20,2020-12-30 23:55:38,Habeeb,Victor,Social Media,SOKOTO,High speed Internet,Customers End,,191.3,Critical
AXA-20201209-5541-WiFi4,2020-12-09 15:17:58,2020-12-09 15:27:06,2020-12-09 18:38:18,Myers,Kerry,Social Media,DELTA,WiFI - 4,Line damage,548.0,191.2,Critical
AXA-20201230-1919-HSE,,2020-12-30 08:35:46,2020-12-30 11:46:58,Sekina,Victor,Social Media,EKITI,High speed Internet,Line damage,,191.2,Critical
AXA-20201224-2387-ICS,2020-12-24 12:57:31,2020-12-24 13:07:13,2020-12-24 16:18:19,Habeeb,Victor,USSD,OYO,Interconnection Services,Customers End,582.0,191.1,Critical
AXA-20201212-4341-WiFi9,2020-12-12 08:06:53,2020-12-12 08:17:14,2020-12-12 11:28:19,Brenda,Kerry,USSD,AKWA IBOM,WiFI - 9,Line damage,621.0,191.08333333333334,Critical
AXA-20201229-1869-CBS,,2020-12-29 19:56:47,2020-12-29 23:07:33,Boye,Wale,WebForm,RIVERS,Cloud-based services,Router Failure,,190.76666666666668,Critical
AXA-20201223-3847-WiFi7,2020-12-23 13:03:48,2020-12-23 13:09:25,2020-12-23 16:20:08,Jennifer,Kerry,Email,BORNO,WiFI - 7,Customers End,337.0,190.71666666666667,Critical
AXA-20201219-5684-WiFi4,2020-12-19 10:59:44,2020-12-19 11:00:31,2020-12-19 14:10:57,Tunde,Victor,Social Media,ONDO,WiFI - 4,Routine Service,47.0,190.43333333333334,Critical
AXA-20201204-6106-MAC,2020-12-04 13:35:18,2020-12-04 13:37:25,2020-12-04 16:47:49,Habeeb,Victor,Email,YOBE,Metro Area Connect,Customers End,127.0,190.4,Critical
AXA-20201218-2391-MCON,2020-12-18 10:56:43,2020-12-18 10:59:17,2020-12-18 14:09:34,Tunde,Victor,USSD,BORNO,M Connect,Customers End,154.0,190.28333333333333,Critical
AXA-20201230-1657-MAC,,2020-12-30 16:22:28,2020-12-30 19:32:44,Sekina,Victor,Social Media,ONDO,Metro Area Connect,Line damage,,190.26666666666668,Critical
AXA-20201230-1502-VOICE,,2020-12-30 16:22:22,2020-12-30 19:32:37,Sherifat,Victor,Social Media,KADUNA,Voice,hardware failure,,190.25,Critical
AXA-20201208-5012-WiFi5,2020-12-08 12:27:10,2020-12-08 12:32:29,2020-12-08 15:42:40,Tunde,Victor,USSD,DELTA,WiFI - 5,Customers End,319.0,190.18333333333334,Critical
AXA-20201215-4734-WiFi11,2020-12-15 10:49:27,2020-12-15 10:57:07,2020-12-15 14:07:14,Sherifat,Victor,WebForm,DELTA,WiFI - 11,Customers End,460.0,190.11666666666667,Critical
AXA-20201215-5569-WiFi10,2020-12-15 10:06:35,2020-12-15 10:09:55,2020-12-15 13:20:02,Kingsley,Kerry,Social Media,EKITI,WiFI - 10,Routine Service,200.0,190.11666666666667,Critical
AXA-20201227-2538-WiFi6,2020-12-27 15:53:48,2020-12-27 15:59:58,2020-12-27 19:09:42,Habeeb,Victor,USSD,ANAMBRA,WiFI - 6,Line damage,370.0,189.73333333333332,Critical
AXA-20201218-4867-C95,2020-12-18 13:56:38,2020-12-18 13:57:02,2020-12-18 17:06:42,Ore,Seun,Chatbot,SOKOTO,Cloud95,Customers End,24.0,189.66666666666666,Critical
